index,type,type,name,usage(KB),total(KB)
412,  xmodel,xmodel,vehicle_80s_wagon1_glass_rf_dam,1.4,1.4
413,  xmodel,xmodel,vehicle_80s_wagon1_glass_lb_dam,1.1,1.1
414,  xmodel,xmodel,vehicle_80s_wagon1_glass_rb_dam,1.1,1.1
415,  xmodel,xmodel,vehicle_80s_wagon1_silv_destroyed,134.3,134.3
416,  xmodel,xmodel,vehicle_80s_wagon1_silv_hood,4.9,4.9
417,  xmodel,xmodel,vehicle_80s_wagon1_silv_door_lf,5.4,5.4
418,  xmodel,xmodel,vehicle_80s_wagon1_silv_door_lb,4.4,4.4
419,  xmodel,xmodel,vehicle_80s_wagon1_silv_door_rf,5.4,5.4
420,  xmodel,xmodel,vehicle_80s_wagon1_silv_door_rb,4.8,4.8
421,  xmodel,xmodel,vehicle_80s_wagon1_silv_bumper_f,4.7,4.7
422,  xmodel,xmodel,vehicle_80s_wagon1_silv_bumper_b,5.7,5.7
423,  xmodel,xmodel,vehicle_80s_wagon1_silv_mirror_l,2.0,2.0
424,  xmodel,xmodel,vehicle_80s_wagon1_silv_mirror_r,2.0,2.0
425,  xmodel,xmodel,vehicle_80s_wagon1_red_destroyed,134.3,134.5
426,  xmodel,xmodel,vehicle_80s_wagon1_red_hood,4.9,4.9
427,  xmodel,xmodel,vehicle_80s_wagon1_red_door_lf,5.4,5.4
428,  xmodel,xmodel,vehicle_80s_wagon1_red_door_lb,4.4,4.4
429,  xmodel,xmodel,vehicle_80s_wagon1_red_door_rf,5.4,5.4
430,  xmodel,xmodel,vehicle_80s_wagon1_red_door_rb,4.8,4.8
431,  xmodel,xmodel,vehicle_80s_wagon1_red_bumper_f,4.7,4.7
432,  xmodel,xmodel,vehicle_80s_wagon1_red_bumper_b,5.4,5.4
433,  xmodel,xmodel,vehicle_80s_wagon1_red_mirror_l,2.0,2.0
434,  xmodel,xmodel,vehicle_80s_wagon1_red_mirror_r,2.0,2.0
435,  xmodel,xmodel,vehicle_80s_hatch1_silv_destructible_mp,500.7,500.9
436,  xmodel,xmodel,vehicle_80s_hatch1_silv_destroyed,375.5,375.5
437,  xmodel,xmodel,vehicle_80s_hatch1_silv_hood,21.2,21.2
438,  xmodel,xmodel,vehicle_80s_hatch1_silv_door_lf,16.5,16.5
439,  xmodel,xmodel,vehicle_80s_hatch1_silv_door_rf,16.5,16.5
440,  xmodel,xmodel,vehicle_80s_hatch1_glass_f,2.8,2.8
441,  xmodel,xmodel,vehicle_80s_hatch1_glass_f_dam,2.9,2.9
442,  xmodel,xmodel,vehicle_80s_hatch1_glass_b,2.8,2.8
443,  xmodel,xmodel,vehicle_80s_hatch1_glass_b_dam,2.8,2.8
444,  xmodel,xmodel,vehicle_80s_hatch1_glass_lf,1.2,1.2
445,  xmodel,xmodel,vehicle_80s_hatch1_glass_lf_dam,1.4,1.4
446,  xmodel,xmodel,vehicle_80s_hatch1_glass_rf,1.2,1.2
447,  xmodel,xmodel,vehicle_80s_hatch1_glass_rf_dam,1.4,1.4
448,  xmodel,xmodel,vehicle_80s_hatch1_glass_lb,1.2,1.2
449,  xmodel,xmodel,vehicle_80s_hatch1_glass_lb_dam,1.4,1.4
450,  xmodel,xmodel,vehicle_80s_hatch1_glass_rb,1.2,1.2
451,  xmodel,xmodel,vehicle_80s_hatch1_glass_rb_dam,1.4,1.4
452,  fx,fx,fire/firelp_barrel_pm,4.9,5.0
453,  fx,fx,misc/insects_light_flies,18.8,18.9
454,  techset,techset,sm2/effect_zfeather_add_eyeoffset,1.9,1.9
455,  techset,techset,effect_zfeather_add_eyeoffset,1.8,1.8
456,  fx,fx,misc/lighthaze,3.0,3.2
457,  fx,fx,misc/lighthaze_bog_a,2.4,2.6
458,  fx,fx,fire/tire_fire_med,9.5,9.5
459,  fx,fx,misc/power_tower_light_red_blink,5.8,6.1
460,  fx,fx,smoke/car_damage_whitesmoke,1.5,1.6
461,  fx,fx,smoke/car_damage_blacksmoke,1.8,1.8
462,  fx,fx,smoke/car_damage_blacksmoke_fire,9.8,9.8
463,  xmodel,xmodel,fx_glass_piece_large_01,2.5,2.5
464,  xmodel,xmodel,fx_glass_piece_large_02,2.9,2.9
465,  xmodel,xmodel,fx_glass_piece_large_03,4.9,4.9
466,  fx,fx,props/car_glass_med,3.8,3.9
467,  fx,fx,props/car_glass_headlight,3.2,3.2
468,  xmodel,xmodel,fx_glass_piece_brakelight_01,1.1,1.1
469,  xmodel,xmodel,fx_glass_piece_brakelight_02,2.7,2.7
470,  fx,fx,props/car_glass_brakelight,3.3,3.3
471,  xmodel,xmodel,com_barrel_piece,80.4,80.5
472,  xmodel,xmodel,com_barrel_piece2,67.8,67.8
473,  fx,fx,props/barrel_ignite,4.1,4.2
474,  fx,fx,props/barrel_fire_top,1.1,1.2
475,assetlist,assetlist,,7.0,38666.5
476,xmodel,xmodel,(misc),15.0,15.0
477,material,material,(misc),76.7,76.7
478,techset,techset,(misc),5.5,5.5
479,image,image,(misc),30.4,30.4
480,sound,sound,(misc),35.5,35.5
481,loaded_sound,loaded_sound,(misc),2.5,2.5
482,fx,fx,(misc),5.5,5.5
483,rawfile,rawfile,(misc),1.6,1.6
